Student_ID,Study_Hours,Screen_Time_Hours,Exam_Score
STU049,16.71809144784231,5.701151207124788,65.7982487212416
STU050,6.18479922318633,3.877370889379395,40.59161363357997
STU051,16.620419846973974,2.9408496310326093,63.00686594484065
STU053,11.615389998470206,3.291264452457584,55.24545115897804
STU054,18.05838144420434,3.728083946579675,71.09304707651613
STU055,20.154997612479757,5.707324043882625,75.44775794477553
STU056,19.656400595580998,2.930513189003871,76.55281430642229
STU057,10.803912383886807,5.805952819119571,53.82061481206261
STU058,13.453938120743928,5.526753209780319,65.41280017426591
STU059,16.65631715701782,1.9789556739464824,65.58527041248738
STU060,19.8777256356118,1.3468065043758273,84.61167306470443
STU061,12.60412881077355,1.5038900068871333,60.23175277476184
STU062,14.071705116680914,1.0911091282577488,57.529121031032886
STU063,9.46832512996986,1.472214803779642,46.54674529368924
STU065,19.062629111970992,1.3559432423011448,71.04393290503279
STU067,14.63994939209833,5.2243765548472725,64.10083916091051
STU068,20.01766448946012,1.1163596786791294,73.74754622618477
STU069,16.80818012523817,5.072342412944679,63.59082140325036
STU071,16.80697802754207,1.5908241381082813,65.18929185232449
STU072,22.69018283232985,4.483685826820754,83.34399740841955
STU073,14.820869804450242,4.144714233899419,63.46228854631136
STU074,22.82321827907003,5.387360067635265,75.22812509910611
STU075,2.0,4.675355219019429,35.09272370340473
STU076,19.10951252187612,5.017404651924243,73.5821970670428
STU077,15.435235341190856,2.410172862856532,60.42208800581536
STU078,13.504963247670664,1.887197718898614,60.32581956865757
STU079,15.458803882677511,4.753073758204292,64.24220341567452
STU080,5.062155426995536,5.03417369633632,36.56486074806769
STU081,13.90164056081244,5.952525710003367,62.0147586751805
STU082,16.78556285755873,3.0630883845571324,69.17137639210215
STU083,22.38947022370758,2.860090428963916,83.58903946485779
STU085,10.95753198553406,2.704017701265089,48.59589289634657
STU086,12.491214782077318,5.653786628017824,53.729372360909615
STU087,19.57701058851037,5.2920637592150594,75.12956436355745
STU088,16.643755548298422,3.1449701368750915,68.67140600990535
STU089,12.351198981164806,4.754355338957486,59.23282850378676
STU091,15.4853877467402,1.515619344179663,66.35141508560112
STU092,19.84322495266445,5.512764533397833,78.19735745658419
STU093,11.489734530613235,3.5262618622392856,59.09342302132194
STU094,13.361689267011158,5.132287330538708,62.00128139264774
STU095,13.039459234339212,2.600248005153059,57.42573333698488
STU096,7.682425259339407,5.477616142481002,49.93721245251976
STU097,16.48060138532288,2.9460083936708155,63.16602218956005
STU098,16.305276360899448,1.0541882574014918,64.92433356701875
STU099,15.025567283212304,5.526909882096319,61.11479383175065
STU100,13.827064333124266,1.4564333839306678,60.74703809041868
STU101,7.923146289747929,2.5965681879520743,56.68955610413949
STU102,12.896773386173203,5.750309835254025,50.903840679214056
STU103,13.286427417366152,5.7530357346877805,61.97518107970359
STU104,10.988613653891903,3.867189440616431,47.72408655380359
STU106,17.020254284072692,3.2422276098915987,71.80036181282938
STU108,15.872889064159194,2.64332272684958,60.60937682943301
STU109,16.28775195361382,4.362592280385192,62.97183946091054
STU110,14.627770421169163,4.7618726471884,64.89948592231087
STU111,5.406143923504793,4.957895218629242,38.972050104842
STU112,14.867430622753917,4.9480907139727694,63.57418172838652
STU114,27.31621056242643,3.472101523512907,87.48926184691489
STU115,14.038195176094389,1.2877938000832214,69.45980574470896
STU116,16.507736711668063,3.7476444116186776,68.85269685494178
STU117,14.826441151473784,3.207652506866885,54.5176001866119
STU118,9.15660981190234,5.438520913791499,50.89035884526285
STU119,20.714114072575104,2.7545750627603933,72.92390510059168
